Average of viollevel,,Column Labels,,,,,
Row Labels,neighborhood,2015,2016,2017,2018,2019,Grand Total
Scali Deli Cafe,BOSTON,2.333333333,1.148148148,1.8,1,1,1.253164557
NICOLE'S PIZZA,ROXBURY,1.19047619,1.253521127,1.333333333,1.285714286,,1.252336449
Sixth Gear Cask & Kitchen,SOUTH BOSTON,,1.1875,1.5,1.333333333,,1.25
The Avenue Bar & Grill,ALLSTON,1.666666667,1,1,1.25,,1.25
Sufra,BOSTON,,,,1.428571429,0,1.25
Wong's of Boston,BOSTON,,,1,1.454545455,1,1.25
WAI'S STYLE RESTAURANT,BOSTON,,2.333333333,1.142857143,0,0,1.25
THE ELEPHANT WALK,ROXBURY,1,,,1.333333333,,1.25
Shubert Theater Centerplate,BACK BAY,0,1.4,,1,,1.25
STEVE'S KITCHEN,ALLSTON,0,1,1.25,1.4,,1.25
PUNTO ROJO,EAST BOSTON,1,1,1.333333333,1.75,,1.25
Roxbury Mini Market,ROXBURY,,,1,1.5,,1.25
MARIO'S RESTAURANT,EAST BOSTON,1,2,0,0,,1.25
Seoul Tteokbokki,ALLSTON,,,1,1.333333333,,1.25
Revolution Health Kitchen,BOSTON,1,1.454545455,1.75,0.666666667,,1.25
RF ROOF,BOSTON,0.888888889,2.4,1.142857143,0.666666667,,1.25
Home Market,ROSLINDALE,,0,1.666666667,0,,1.25
Dug Out Cafe Inc,BOSTON,1.25,1,1.5,1,,1.25
HALF TIME,BOSTON,0,1.230769231,0.8,1.666666667,,1.25
Dollar Tree No.  4577,JAMAICA PLAIN,1.307692308,1,1.333333333,1.166666667,,1.25
Kiosk @ WGBH,BRIGHTON,1,1,0,1.555555556,,1.25
HAMPTON INN & SUITES BOSTON,ROXBURY,1,1,1.111111111,1.5,,1.25
ADAMS CONVENIENCE STORE,BOSTON,0,0,0.5,3,0,1.25
ALLIS ROTI + MEAT MARKET,MATTAPAN,1.210526316,1.380952381,0.666666667,1.230769231,,1.25
A-1 Convenience,CHARLESTOWN,1.230769231,0,0.5,2,,1.25
CHEZ-VOUS SKATING RINK,DORCHESTER,2,1,1,1,,1.25
Biddy Earlys,BOSTON,1.375,1.407407407,1.333333333,1.115384615,,1.25
Chopped & Topped 3rd Fl.,BOSTON,1.8,0,0.666666667,0,,1.25
Bambu,DORCHESTER,,,1,1.444444444,1,1.25
Amateras,BOSTON,,,1.666666667,0,,1.25
Community Care Pharmacy,DORCHESTER,,1.666666667,0,0,,1.25
SHERATON BOSTON (APROPOS/R.S./CAFE),BOSTON,1.170212766,1.777777778,1,1.266666667,,1.247619048
CAFE MIRROR,BRIGHTON,1.333333333,1.5,1,1.137931034,,1.247191011
Starbucks,BOSTON,0,1.333333333,1.444444444,1.259259259,1.461538462,1.298507463
,EAST BOSTON,0,2,1,0.5,0,1
TACO MEX,EAST BOSTON,1,1.615384615,1,1,,1.246153846
Viga (133 Pearl Street),BOSTON,1,1.25,1.6,1,1,1.246153846
MANGIA MANGIA,BOSTON,1.292682927,1,0,2,,1.245614035
Royal Fried Chicken,ROXBURY,1,1.25,1.132075472,1.444444444,1.333333333,1.245033113
Wyndham Boston Beacon Hill-The Dean's List,BOSTON,1,1,1.428571429,1.307692308,,1.244444444
Local 149,SOUTH BOSTON,1,1.235294118,1.195121951,1.588235294,,1.244444444
Italian Pizza & Sub Express,JAMAICA PLAIN,,0.5,1,1.333333333,,1.244444444
Casa Razbora,BOSTON,1,1.357142857,1,1,,1.243902439
WALGREEN'S No. 06072,ROXBURY,1.2,1.290322581,1.352941176,1,,1.243243243
Orient Height Food Market,EAST BOSTON,1.333333333,1.285714286,1,0.666666667,,1.243243243
Lincoln Bar & Grill,BRIGHTON,0.857142857,1.5,1,1.5,,1.243243243
PAPA RINO'S PIZZA,DORCHESTER,1,1.333333333,1.444444444,1.181818182,1,1.243243243
Corner Cafe,BOSTON,1.363636364,0.666666667,0.75,1.571428571,0,1.243243243
Harry's Bar & Grill,ALLSTON,1,1,1.285714286,1.454545455,,1.24137931
Kaju Tofu House,ALLSTON,1.5,1.285714286,1,1.3,,1.24137931
Anoush Ella,BOSTON,,,1.25,1.230769231,,1.24137931
APPLEBEE'S NEIGHBORHOOD GRILL & BAR,DORCHESTER,1,1.380952381,1,1.375,1,1.24137931
Summer Shack,BOSTON,1.192307692,1.368421053,1.055555556,1.35,,1.240963855
FOUR'S BOSTON,BOSTON,1.6,1,1,1.294117647,,1.240740741
AQUITAINE,ROXBURY,1.185185185,1.210526316,1.315789474,1.303030303,,1.240196078
Fort Hill Bar & Grill,ROXBURY,,,1,1.272727273,,1.24
Columbia Park Cafe @ Santander Bank,DORCHESTER,1,1.461538462,1.333333333,1,1,1.24
CAFE Artigiano,BOSTON,,1.4,1.3,1,1,1.238095238
Chicken and Rice Guys (3),BOSTON,0,1,0,1.571428571,,1.238095238
Better Bagels,BOSTON,,,0.888888889,1.25,2,1.238095238
Dollar Tree No.  5098,HYDE PARK,1,1.375,1.4,1,,1.237288136
Greenhouse Kitchen,BRIGHTON,0.666666667,1,1.625,1,1,1.236842105
WHALING AND OKLAHOMA,ROXBURY,1.2,1.25,1,1.357142857,,1.235294118
Village Sushi & Grill,ROSLINDALE,1.529411765,1.08,1,1,,1.235294118
JP LICKS @ BRIGHAM CIRCLE,MISSION HILL,1,1,1,1.339622642,1.125,1.235294118
AMSTERDAM CAFE,SOUTH BOSTON,1,1.333333333,1,1.375,,1.235294118
ZESTO'S PIZZA,JAMAICA PLAIN,1.083333333,1,1.454545455,1.357142857,,1.234042553
EL PENOL RESTAURANT,EAST BOSTON,1.095238095,1.857142857,1,1,0,1.233333333
EQUATOR RESTAURANT,ROXBURY,1.157894737,1.152542373,1.32,1.238095238,1.380952381,1.233333333
Chilton Club,BOSTON,1.5,1,1.25,1,,1.23255814
The Wright Grill @ Geo. Wright Golf Course,HYDE PARK,1,0.888888889,2,0,,1.230769231
Walgreens No.  10317,HYDE PARK,0,1,1,1.666666667,,1.230769231
The White Bull,BOSTON,,,,1.272727273,1,1.230769231
Sweet Sip,DORCHESTER,,,1.666666667,0.857142857,,1.230769231
The Hub,SOUTH BOSTON,1,1.444444444,0,1,,1.230769231
Pret A Manger (185 Franklin St.),BOSTON,1,1.5,1.5,0,,1.230769231
M.G.S. Cafe Inc.,BOSTON,1.333333333,1.6,0.666666667,1,,1.230769231
PAPA JOHNS PIZZA,BRIGHTON,0,0,1,1.666666667,,1.230769231
Puritan Restaurant,DORCHESTER,1,1,1,1.4375,1.5,1.230769231
RISTORANTE EUNO,BOSTON,1.6,1,,1,,1.230769231
Family Dollar Stores of MA No.  8063,ROSLINDALE,1,1.285714286,1.25,1,1.5,1.230769231
Coppa,BOSTON,,0,1.142857143,1.6,,1.230769231
Clock Tavern,SOUTH BOSTON,1.571428571,0.5,1,1,,1.230769231
Babbo Pizzeria,BOSTON,1.166666667,0,0,1.4,3,1.230769231
One Family Diner Inc.,DORCHESTER,,1.271186441,1.135135135,1.290322581,1.166666667,1.230215827
Vikos Pizza & Ribs,MATTAPAN,1,1.2,1,1.344827586,,1.229508197
Loco Taqueria & Oyster Bar,SOUTH BOSTON,1.076923077,1,1,1.5,,1.229508197
Yely's Coffee Shop,JAMAICA PLAIN,1.666666667,1.338235294,1.115384615,1.258064516,,1.229166667
Stop & Shop Supermarket No. 004,BOSTON,1.370967742,1,1.2,1,,1.228813559
STARBUCKS COFFEE INC.,ROXBURY,0.857142857,1.666666667,1.6,1.117647059,,1.228571429
Somtum Modern Thai Cuisine,WEST ROXBURY,,,1.533333333,1,,1.228571429
Pollos A La Brasa Beto's,EAST BOSTON,0,1.235294118,1,1.75,0,1.228571429
Five Star Pizza,BOSTON,,,1.130434783,1.311111111,1.285714286,1.228571429
Colonnade Hotel,BOSTON,1.155555556,1.416666667,1.208333333,1.210526316,,1.227941176
Grain Exchange,BOSTON,1,1.285714286,1.37037037,1,,1.227848101
FOREST HILLS PIZZA,JAMAICA PLAIN,1,1.208333333,1.193548387,1.285714286,,1.227642276
VIVA MI AREPA,WEST ROXBURY,1.418604651,1.133333333,1,1.171428571,1.125,1.227272727
DUNKIN (STATION DONUTS),ROSLINDALE,1,1,2.090909091,1.130434783,1,1.227272727
Left Field Pantry,BOSTON,2.142857143,0.666666667,0,1,,1.227272727
Triple Eatery,ROSLINDALE,1.553191489,1,1,1.142857143,1.153846154,1.226415094
BIRCH STREET BISTRO,WEST ROXBURY,1,1.8,1.142857143,1.142857143,,1.225806452
SEAPOINT RESTAURANT,SOUTH BOSTON,1,1.2,1.16,1.5,,1.225352113
Baby Nats Fruitland,ROSLINDALE,1.424242424,1.326086957,1,1,,1.224806202
Family Dollar Store No.  7248,DORCHESTER,1,1,1,1.517241379,,1.223880597
The Real Deal,JAMAICA PLAIN,1.411764706,1.057971014,1,1.166666667,,1.143497758
,WEST ROXBURY,1.454545455,1.215686275,1.186813187,1.313131313,1.076923077,1.268170426
Stop & Shop/Dunkin Donuts No. 18,DORCHESTER,1,1.358974359,0.923076923,1.4,1,1.223404255
SQUEALING PIG,ROXBURY,1.090909091,1.214285714,1.258064516,1.333333333,,1.224358974
,WEST ROXBURY,1.692307692,0.947368421,1,1.277777778,1.166666667,1.220779221
Taco Bell No.  29265,WEST ROXBURY,1,1.4,1.307692308,1.181818182,1.25,1.222222222
SUN PIZZA,DORCHESTER,1.166666667,1.181818182,1.2,1.28125,1.272727273,1.222222222
WASHINGTON STREET SUNOCO,DORCHESTER,,1.666666667,1,0,,1.222222222
VERC ALLSTON GULF,ALLSTON,0,2,0,1,,1.222222222
Suffolk University Law School,BOSTON,1,1,2,1,,1.222222222
THE IMPROV ASYLUM,BOSTON,1,1.375,,1.142857143,,1.222222222
Mattapan Sun Fish,MATTAPAN,1,1.285714286,0,1.4,,1.222222222
Roche Brothers Supermarket,BOSTON,0,1.142857143,1,1.571428571,,1.222222222
Kimchipapi Kitchen,ALLSTON,,,,1.153846154,1.4,1.222222222
FLAT BLACK COFFEE CO. LTD.,DORCHESTER,1,1,1,1.8,,1.222222222
GREEN STREET SUPERMARKET,JAMAICA PLAIN,1,1.142857143,1.25,1.307692308,,1.222222222
D'BENNY'S SUBS,DORCHESTER,1.434782609,1.357142857,1.083333333,1,,1.222222222
CVS PHARMACY No.  1252,ROXBURY,1,1.4,1,1,,1.222222222
Alcove,BOSTON,,,,0,1.375,1.222222222
CROKE PARK,SOUTH BOSTON,1,1.185185185,1.280701754,1.470588235,,1.220779221
Dunkin Donuts,ALLSTON,1,1.111111111,0.6,0.333333333,0,0.851851852
,BOSTON,1.163265306,1.26,1.26,1.151079137,0.791666667,1.16025641
,BRIGHTON,1.166666667,1.785714286,1.153846154,1.365853659,,1.415841584
,CHARLESTOWN,0,0,0,2.666666667,,1.454545455
,DORCHESTER,1.23255814,1.142857143,1.31372549,1.8,1.25,1.35678392
,EAST BOSTON,1.157894737,0.571428571,1.259259259,0.333333333,,1.050847458
,HYDE PARK,1.142857143,1.666666667,1,1.173913043,,1.236842105
,JAMAICA PLAIN,0.5,1,0.9,1.5,0,1.034482759
,ROSLINDALE,1.333333333,1.307692308,1,1.363636364,,1.28358209
,ROXBURY,,,,0,,0
,SOUTH BOSTON,0.8125,1.416666667,1.2,0.777777778,,1.057692308
Render Coffee,ROXBURY,0.666666667,1,1.307692308,1.133333333,1.5,1.219512195
Korean Garden Restaurant,ALLSTON,1.571428571,1,0.666666667,1.2,,1.219512195
SHERATON BOSTON (SIDE BAR),BOSTON,1.307692308,1.230769231,1,1,,1.21875
Royal Rooters,FENWAY,1.545454545,0.857142857,0,1.333333333,,1.21875
Double Tree Club Hotel/Starbucks,BOSTON,1.5,1.090909091,0.75,0,,1.21875
DOLCE VITA,BOSTON,1.142857143,1.428571429,0.5,1.333333333,,1.21875
B Good,BOSTON,,0,1,1.363636364,1,1.21875
TRADER JOE'S No. 510,BOSTON,1.5,1.4,1,0,,1.217391304
Sofia Italian Steakhouse,WEST ROXBURY,1.454545455,1,1,1,,1.217391304
United National Market,CHARLESTOWN,1,0.5,2,2,,1.217391304
Remy's,EAST BOSTON,1,1,1.416666667,1,,1.217391304
EGLESTON PIZZA,ROXBURY,1,1.130434783,1,1.387096774,1.363636364,1.217391304
ANTHONY'S CAFE,BOSTON,1.3125,1,1,1,,1.217391304
Lanta Asian Cuisine,BOSTON,1.5,1.153846154,1.222222222,1.071428571,1.25,1.21686747
Silver Slipper,ROXBURY,1,1.2,1.222222222,1.444444444,,1.216216216
DUNKIN DONUTS/HYDE PK AVE,HYDE PARK,1.25,1,0,1.470588235,,1.216216216
The Cookie Monstah No. 2 Party Monstah,BOSTON,1,1,0,1.5,,1.214285714
Stoddard's Fine Food & Ale,BOSTON,1,0,0,1.454545455,,1.214285714
C V S/PHARMACY No.  3890,BOSTON,1,1.411764706,0,1,,1.214285714
Best of Boston Inc.,ROSLINDALE,1,1,0,1.5,,1.214285714
J.P. LICKS INC.,JAMAICA PLAIN,1,1.24,1,1.321428571,,1.212765957
Milkweed,MISSION HILL,,,0.909090909,1.363636364,,1.212121212
Roast Beast of Boston,BOSTON,0,1.333333333,1,1.333333333,,1.212121212
CVS/Pharmacy No. 2256,BOSTON,0,1.8,1,1,,1.212121212
Citrus & Salt,BOSTON,1.057142857,1.380952381,1.384615385,1.083333333,1.230769231,1.212121212
The Old Havana,JAMAICA PLAIN,1,1.117647059,1.096774194,1.545454545,,1.211111111
Domino's Pizza,CHARLESTOWN,,,1,0,,0.5
,DORCHESTER,1.1875,2.333333333,1,1,1,1.12605042
,MATTAPAN,,,1.857142857,1.097560976,1.2,1.266666667
,SOUTH BOSTON,1.315789474,1.8,1.19047619,1.363636364,,1.317073171
Yelus,DORCHESTER,,,1,1.25,,1.210526316
District 7 Tavern,ROXBURY,,,,1.210526316,,1.210526316
Boston Eagle,ROXBURY,1.166666667,0,0,1.8,,1.210526316
C V S/Pharmacy No. 4666,BOSTON,1.666666667,1,1,1,,1.210526316
SUPER STOP & SHOP No. 459,ROXBURY,1.235294118,1.098039216,1,1.285714286,1.4,1.209459459
RHYTHM 'N WRAPS,BOSTON,,,0,1.238095238,,1.209302326
Imperial Kitchen,ROSLINDALE,1.407407407,1.214285714,1.125,1.1,1.058823529,1.209302326
MOTHER ANNA'S,BOSTON,1.263157895,1.285714286,1,1,,1.208955224
RIZZO'S PIZZA,JAMAICA PLAIN,1,1,1,1.4,0,1.208333333
Salty Pig,BOSTON,0,1.454545455,0.909090909,1.333333333,0,1.208333333
Home Stead,DORCHESTER,,0.666666667,1.058823529,1.5,1,1.208333333
LANZILLI GROCERIA,EAST BOSTON,1,1.230769231,1.666666667,0,,1.208333333
J.P. LICKS AT W.R.  INC.,WEST ROXBURY,1.52173913,1,1,1.2,,1.207792208
Cafe Rustico,BOSTON,0,1,1.333333333,1.363636364,1,1.20754717
AMERICA'S FOOD BASKET,DORCHESTER,1.25,1.173076923,1.117647059,1.28125,1.285714286,1.207317073
Trattoria IL Panino,BOSTON,,0,1.307692308,0.5,,1.206896552
The Corner Mini Market,EAST BOSTON,1.333333333,0.5,1,1.666666667,0,1.206896552
DOYLES CAFE,JAMAICA PLAIN,1.368421053,1.05,1.117647059,1.294117647,,1.205479452
Walgreens No.  06349,DORCHESTER,1.333333333,1,1,1.260869565,,1.205128205
St. Mary's Ctr. for Women & Children,DORCHESTER,0,1.285714286,1.296296296,1,0,1.205128205
Olympic House of Pizza,SOUTH BOSTON,1,1.292682927,1.363636364,1,1,1.205128205
Sandra's Market,DORCHESTER,,2,1.125,1.105263158,,1.205128205
Top Mix Bar & Kitchen,ROXBURY,,0,1.176470588,1.444444444,,1.204545455
Tutti Frutti,EAST BOSTON,0,1.470588235,1.173913043,0.5,,1.204545455
Audubon,BOSTON,2,1,1,1.105263158,,1.204081633
Pho & Banh Mi,WEST ROXBURY,1.333333333,1.25,1.076923077,1.189189189,,1.203883495
MISSION BAR & GRILL,MISSION HILL,1,1.333333333,1,1.176470588,1,1.203703704
Pantry Pizza Kitchen,DORCHESTER,1.454545455,1.25,1,1,,1.202247191
Tropical Foods International,ROXBURY,1,1.2,1.238095238,1.171428571,,1.201680672
Starbucks Coffee(E-FC),EAST BOSTON,0,0,1,1.666666667,,1.2
Vineyard Grille,EAST BOSTON,1,1,1.363636364,0,,1.2
Thai Spice,WEST ROXBURY,1.4375,1,1.076923077,1.25,,1.2
Xiong Ginseng Root,BOSTON,,,0.888888889,1.666666667,,1.2
Stand No. 301,BOSTON,0,1,3,0,,1.2
Venice Convenience Inc.,BOSTON,1.5,,0,0,,1.2
MAMMA MARIA RESTAURANT,BOSTON,,1,,1.5,,1.2
New Yorker Fried Chicken,BOSTON,,,,1.2,,1.2
Qdoba Mexican Eats No. 2207,BOSTON,1.176470588,2,1.181818182,1.064516129,,1.2
Little Dipper,JAMAICA PLAIN,1.2,1,1.5,1,,1.2
Ruka Restobar Nikkei,BOSTON,,3,0,0,,1.2
Ruth Mulan Chu Chao Center,BOSTON,,0,0,2,,1.2
MILK ST CAFE,BOSTON,1,1.153846154,1.361111111,1,,1.2
Lenox Hotel (5 Food Serv. Loc.),BOSTON,1,1.3,1.058823529,1.4,,1.2
Hot Pot Buffet,BOSTON,2,1.111111111,0,1.142857143,,1.2
Dunkin,BOSTON,0,0.8,2,1.333333333,,1.2
Hale & Hearty,BOSTON,2,1,1,1,,1.2
Flat Black Coffee,BOSTON,1,1,1.4,1.19047619,0,1.2
Deli One,BOSTON,1,0,2,0.333333333,0,1.2
GrandTen Distilling,SOUTH BOSTON,,0.666666667,0.333333333,0,3,1.2
Dunkin Donuts Kiosk,BOSTON,3,0,0,2,,1.714285714
,EAST BOSTON,,0,0,0,,0
B. U. Einsteins Bagels,BOSTON,0,1,0,1.666666667,,1.2
Bay Sweets,WEST ROXBURY,,,1,1.216216216,,1.2
Backstage Hardware,BOSTON,,0,0,3,,1.2
Alipio's Market,EAST BOSTON,0,1.75,1.142857143,0,0,1.2
COURT SQUARE SMOKE SHOP,BOSTON,0,1.7,0,0.5,,1.2
Amelia's Taqueria III,BRIGHTON,,,1.2,1.2,1.2,1.2
AC Hotel by Marriot,ROXBURY,,,,1.2,,1.2
AMC South Bay 12 (MacGuffins),DORCHESTER,,,0,2,1,1.2
CHARLESMARK HOTEL,BOSTON,0.666666667,0,,1.666666667,,1.2
BM5: BON ME GREEN,BOSTON,1.5,0,0,0,,1.2
Asian Thai Eatery,HYDE PARK,,,,1.2,,1.2
Boston News Cafe (90 Arch St.),BOSTON,0,1.777777778,0,0.666666667,0,1.2
West Garden,WEST ROXBURY,,1,1.176470588,1.145833333,1.5,1.197802198
Oasis Cafe,DORCHESTER,,1,1.272727273,1,,1.107142857
,ROSLINDALE,1.266666667,1.363636364,0.666666667,1,,1.238095238
Pizza Stop,ROXBURY,1.260869565,1.147540984,1.060606061,1.428571429,1.166666667,1.197452229
Penguin Pizza,BOSTON,1,1.333333333,1.156862745,1.074074074,1.166666667,1.196808511
Starbucks Coffee No.  7652,BOSTON,1,0.857142857,1,1.166666667,1.5,1.196428571
Kaze Shabu Shabu,BOSTON,1.166666667,1.538461538,0,1.2,,1.196428571
Starbucks Coffee Co. No. 872,BOSTON,1.285714286,1,1,1.193548387,,1.196078431
THE CORNER STORE OF BHA,DORCHESTER,1.125,1,1,1.142857143,1.75,1.195652174
ALEX'S CHIMIS,JAMAICA PLAIN,1.35483871,1.173913043,1,1.193548387,1.111111111,1.195652174
Beijing Cafe,BOSTON,1.428571429,1.047619048,1.246376812,1.066666667,,1.195266272
Ruth's Chris Steak House,BOSTON,0,1.090909091,1.5,1.222222222,1,1.195121951
CLERY'S,BOSTON,1.125,1.266666667,1.307692308,1.16,1.125,1.194805195
Bangkok Pinto,MISSION HILL,,1.129032258,1.153846154,1.285714286,,1.194444444
YUCATAN TACOS,WEST ROXBURY,1.470588235,1.0625,1,1.058823529,1.8,1.194174757
Stephi's On Tremont,BOSTON,1.1,1.125,1.384615385,1.192307692,,1.194029851
TASTE OF INDIA,DORCHESTER,1.363636364,1.2,1.153846154,1.090909091,1.125,1.193548387
Joe's Famous Subs & Pizza,ROXBURY,1.166666667,1.1,1,1.2,1.666666667,1.193548387
ORINOCO:A LATIN KITCHEN,BOSTON,1.25,1.230769231,1.090909091,1,,1.192982456
Tony's Place,WEST ROXBURY,1.666666667,1.15,1,1.083333333,1.25,1.192307692
Top of The Hill,MATTAPAN,1.333333333,1.8,1,1.083333333,,1.192307692
CVS Pharmacy No. 5464,MATTAPAN,1,1,1.266666667,1.166666667,,1.192307692
Boloco Inspired Burritos,BOSTON,1.25,1.666666667,1,1.2,,1.192307692
DONNA'S RESTAURANT,EAST BOSTON,1,1.5,1.444444444,1,0,1.191489362
Wired Puppy,BOSTON,,,,1.19047619,,1.19047619
Papi's Market,BOSTON,,,1,1,1.333333333,1.19047619
CVS No. 49,BOSTON,,1.25,1.363636364,0,0,1.19047619
Shaw's Supermarkets No. 2579,HYDE PARK,1.063829787,1.47826087,1.095238095,1.131147541,,1.18877551
Mike and Patty's,BOSTON,1.047619048,1.307692308,1,1.333333333,,1.188405797
BERTUCCI'S,BOSTON,1.222222222,1.555555556,1.461538462,1.307692308,,1.405063291
,WEST ROXBURY,1.2,0.941176471,1,1,,1.028037383
Walgreen's No.  1847,DORCHESTER,1,1,1,0.5,1.5,1.1875
Pho Viets,ALLSTON,,1,1.2,1.333333333,,1.1875
Molly's Beachside,SOUTH BOSTON,,,0.75,1.333333333,,1.1875
Corporate Chefs @ Tufts Food 4 Thot,BOSTON,1.357142857,0,0,0,,1.1875
Da Vinci,BOSTON,1.25,1.2,1,1,,1.186046512
Golden Krust Caribbean Bakery & Grill,MATTAPAN,,,0.888888889,1.25,1.19047619,1.185714286
Shaw's Supermarket No. 3577,WEST ROXBURY,1.375,1.304347826,1,1.113924051,,1.183246073
SORELLINA RESTAURANT,BOSTON,1.166666667,1.5,0,0,,1.181818182
Tom English Bar,DORCHESTER,,,,1.181818182,,1.181818182
MMMAC N' CHEESE,BOSTON,0,1,0.5,1.538461538,0,1.181818182
San Miguel Arcangel Market,EAST BOSTON,1.5,0.666666667,0,0,,1.181818182
Dunkin Donuts/Airside,EAST BOSTON,,0,1.5,0,1,1.181818182
DUNKIN DONUTS @ HAYDEN HALL,BOSTON,1.833333333,1,0,0,,1.181818182
KFC,ALLSTON,1,1,1,1.666666667,,1.181818182
HERRERA'S MEXICAN GRILL  INC.,BOSTON,1,1,1,2,0,1.181818182
Family Brothers Market,EAST BOSTON,,1.428571429,1,0,,1.181818182
Flatbread Co.,BRIGHTON,,,1.666666667,1,,1.181818182
Storyville,BOSTON,1.333333333,1.117647059,0,1.166666667,,1.180722892
BOSTON BACK BAY HILTON,BOSTON,1.115384615,1.466666667,1.058823529,1.142857143,,1.180555556
Boston Pizza & Grill,DORCHESTER,0.857142857,1.3,1.142857143,1.2,,1.180327869
DUNKIN DONUTS (CARNEY),DORCHESTER,0.5,1,1.307692308,1.5,0,1.18
Al-Wadi Restaurant,WEST ROXBURY,1.52173913,1.114285714,1,1.027027027,,1.179640719
Coda Bar & Kitchen,BOSTON,1.0625,1.47826087,1,1.166666667,1,1.179245283
Stop & Shop  No. 053,SOUTH BOSTON,1,1.25,0.941176471,1.333333333,,1.178571429
Potbelly Sandwich Shop,BOSTON,1,0,1.333333333,1,1,1.064516129
,EAST BOSTON,0,1,1,2.4,,1.428571429
Rey Del Pollo,ROXBURY,,1,1,1.285714286,,1.177777778
IDEAL CAFE 'D PIZZA,JAMAICA PLAIN,1.285714286,1.222222222,1,1,,1.177777778
Dunkin' Donuts,BOSTON,0.931818182,1.175,0.909090909,1.338028169,0.958333333,1.124378109
,CHARLESTOWN,1.297297297,1.333333333,0.777777778,1.75,,1.287878788
,DORCHESTER,1.260869565,1.310344828,0.818181818,1.181818182,1,1.178947368
,JAMAICA PLAIN,1.5,1.857142857,1,1.083333333,1,1.326530612
,ROXBURY,0.941176471,1.1875,1.166666667,0.625,1,1.04950495
,SOUTH BOSTON,1,1.6,1,1,,1.3
Silhouette Lounge Inc,ALLSTON,1,1,1.285714286,1.166666667,,1.176470588
Wolcott General Store,HYDE PARK,1,1,1,1.260869565,,1.176470588
WENDY'S PROPERTIES,ROSLINDALE,2,1.157894737,1,1,,1.176470588
Pita Thyme,BOSTON,1,1,1.666666667,1,0,1.176470588
Rooftop @ Revere Hotel,BOSTON,1,0,1,1.307692308,,1.176470588
Joseph's Pizza & Sub Shop,MATTAPAN,1.303030303,0.5,0.5,1.129032258,,1.176470588
Dollar Tree No.  5592,DORCHESTER,1,1.428571429,1,1,,1.176470588
BRIGHTON HOUSE OF PIZZA,BRIGHTON,1.75,1,1,1,,1.176470588
Brighton Bodega,BRIGHTON,,,0,1.25,,1.176470588
Bob's Grocery,BOSTON,1.230769231,1.6,0,0,,1.176470588
Beantown Pub,BOSTON,1,1.285714286,0.333333333,1.25,,1.175438596
Blue Bottle Coffee,BOSTON,,,,1.173913043,,1.173913043
Qdoba Mexican Eats,BOSTON,0.666666667,1.25,1.333333333,1,1,1.172413793
753 South,ROSLINDALE,,,1.2,1.142857143,,1.172413793
Bonapita,BOSTON,1,0.5,0,1.4,1,1.214285714
,WEST ROXBURY,,,,0,,0
BRIGHAM & WOMENS FAULKNER HOSPITAL,JAMAICA PLAIN,1,0,1,1.636363636,,1.172413793
Wingz and Tingz,DORCHESTER,,,1,1.181818182,,1.171428571
Telegraph Hill,SOUTH BOSTON,1,2.333333333,1,1.111111111,,1.171428571
Morton Wine & Liquor,DORCHESTER,,1.181818182,1,1,,1.171428571
Burger King,ALLSTON,1,1,1,0,1,0.882352941
,BOSTON,1,1,1.125,1.125,,1.085106383
,DORCHESTER,1.210526316,1.113636364,1.170731707,1.125,1,1.147286822
,EAST BOSTON,0.976744186,1.260869565,0.666666667,0.875,1.8,1.070588235
,MATTAPAN,1.285714286,1.411764706,1.4,1.2,,1.333333333
,SOUTH BOSTON,1,1.324324324,0,1.666666667,,1.261363636
Nfarra 2,EAST BOSTON,1,1.4,2,0,,1.170731707
Tikki Masala Indian Restaurant,JAMAICA PLAIN,1,1,1.111111111,1.526315789,,1.17037037
Burger King No.  3531,ROSLINDALE,1.222222222,1,1.18,1.291666667,1.141176471,1.169172932
DUNKIN',BOSTON,1.416666667,1.75,1,1,0,1.372093023
,ROSLINDALE,1.181818182,1.388888889,0.909090909,1.162162162,,1.181818182
,ROXBURY,0,1,0,0,0,0.5625
The Delux Cafe,BOSTON,1.333333333,1,1,1,,1.166666667
Soup Shack,JAMAICA PLAIN,,,,0,1.272727273,1.166666667
SUFFOLK UNIVERSITY CAFE,BOSTON,0,2,0,0,,1.166666667
The Wild Rover Tavern,BOSTON,0,1.666666667,1,1,,1.166666667
The Broadway Restaurant,SOUTH BOSTON,,,0,1,1.266666667,1.166666667
Zen Restaurant,BOSTON,,,,1.166666667,,1.166666667
The Berry Twist,BOSTON,0,0.5,1.363636364,1.333333333,,1.166666667
Spirit of Boston,BOSTON,1,1.333333333,0,1.25,,1.166666667
MACUMBA LATINA,MATTAPAN,1,1.2,,,,1.166666667
RUBY ROOM,BOSTON,0,1,1.285714286,1.285714286,,1.166666667
Philips Candy House,DORCHESTER,1,0,1.428571429,0,,1.166666667
Holiday Inn Express,DORCHESTER,0,0,1.285714286,1.428571429,,1.166666667
KIKKA @ WHOLE FOODS INK BLOCK,BOSTON,0,2.4,0,0,1,1.166666667
HILTON GARDEN INN EAST BOSTON,EAST BOSTON,0,2,1,0,,1.166666667
Gavin Foundation Inc.,SOUTH BOSTON,0,1.5,1.230769231,0,,1.166666667
J J Foley's Cafe,BOSTON,,0,1,1.5,0,1.166666667
DUNKIN DONUTS (BAY ROAD),JAMAICA PLAIN,0.666666667,1.666666667,0.5,1,,1.166666667
